,review,sentiment
7846,"As Dr. Alan Feinstone, Corbin Bernsen turns a marvelously deranged performance in ""The Dentist"".<br /><br />With his already obsessive compulsive tendencies in high gear, the IRS hounding him, and a very suspicious acting wife; Dr. Alan Feinstone is losing his sanity more and more each day.<br /><br />When the Doc indeed does realize that his wife is having an affair with the local pool boy, it sets off a string of events that lead to torture, murder, ant total mayhem! ""The Dentist"" is a solid film! Bernsen makes the character of Dr. Feinstone relatable and hateable at the same time. Even though he is completely out of his gourd, the audience will still feel sympathy towards him. That my friends.....is damn good acting.<br /><br />A nice solid cast of supporting actors round out this gem of a film. Excellent direction, good killings and gore, and effective pacing will keep you entertained throughout the movies run.<br /><br />HIGHLY RECOMMENDED!",positive
32700,"White man + progress + industrialization = BAD. First nations + nature + animals = GOOD. Simple formula. Actually, in past days the same kind of propaganda was used to defend the status quo; now it is used to attack it. However, that being said, I think the movie does succeed in overcoming hackneyed politicization because it plays to the themes of freedom and original nature in a way that appeals to everyone. You may not be onside with the movie's rubbishy revisionism of how the West was won, er lost. But anyone can feel a sense of longing for the days when horses could run free on the Western plains. (The movie also conveniently sidesteps the fact that there were no horses in America before the evil white man brought them there). Anyway, I liked it. The quality of the animation - especially the opening shot - is incredible.",positive
26592,"It is hard to know what category to put this film in, most films set in this time period of US history are westerns but here instead of the wide open plains of the west the action is almost entirely confined to a claustrophobic girls boarding school in Louisiana.<br /><br />The film opens with Amy, a young girl, walking though the woods picking mushrooms, as she does so she stumbles upon Corporal John 'McBee' McBurney, a wounded Union soldier, who she takes back to the school. We know that he isn't a particularly nice person when he kisses her on the lips to distract her from alerting a passing Confederate patrol even though she told him she was twelve.<br /><br />Once back at the school opinions are divided about what should be done with their new guest, some think they should look after him till his wounds are healed while others believe that it is treason not to hand him over to Confederate forces at the first opportunity. The former group prevail and he gradually recovers. As he does so his presence has an effect on all of the girls who haven't had a man on site for a long time, including a young teacher and the head mistress who's previous relationship appears to have been with her own brother. McBee sets about seducing them, emotionally if not physically, this leads to considerable jealousy amongst the girls.<br /><br />While this film is rated fifteen it is definitely not for younger viewers both for the sexual content, of which little is actually shown but much is implied, and for a very gruelling scene which had me squirming more than any other scene in any film I've seen for quite some time. It is interesting to see Clint Eastwood play against type, instead of being heroic his character is both unpleasant and for most of the time at the mercy of the women around him. The acting is solid throughout, not just from Eastwood but also from all the actresses, including the young Pamelyn Ferdin who played Amy.",positive
32566,"Well, this might be one of the funniest movies of all time, and Sandy gives a tour-de-force performance! Alas, her career never quite took off, but - at last - she will always be remembered for her three first-rate pictures: ""The King Of Comedy"", ""Dallas Doll"", and ""Without You I'm Nothing"". She dons into different personas from New York socialite to Diana Ross to create a biting and hilarious critique of popular culture in America. Sexy and fierce, tender and sensual, philosophical and melancholic, she convinces the audience in every scene, and she actually IS ""really pretty"". Watch this one (if you're not from Iowa), you'll certainly enjoy it!!",positive
9127,"This is one of my favourite Disney films. It has everything you could hope for in a Disney animation: cute animals, great songs, a nasty villain and lots of adventure. The story begins in Paris, where aristocat Duchess and her three kittens live with their Mistress in a mansion. Life is perfect for them until the Mistress' fiendish butler Edgar discovers that she plans to leave her entire fortune to the cats. He realises that if he even stands a chance of claiming the fortune, the cats will be out of the way. An excellent, often forgotten masterpiece from the 1970's - a time when the Disney studio made few animations - which features songs such as the title number ""The Aristocats"" as well as ""Ev'rybody Wants To Be A Cat"", this will enchant viewers young and old with its enduring jazziness.",positive
20313,"I really enjoyed this drama from Sidney Lumet. The best word I could come up to describe it with is insane. It throws the viewer around for an hour and fifty minutes and doesn't let you breathe until the credits start to roll at the very end. Trust me, this movie will keep you guessing the entire way through.<br /><br />The story is very well crafted and almost brilliant. It's almost like a more complicated Tarantino type story. The acting is all amazing from all of the leads and even the small parts, excellent cast. I also loved the cinematography, it gave it the real feeling as if it were an independent film. It was all great.<br /><br />This movie is excited, exhausting and heartbreaking. It's almost hard to watch but you'll be glad that you did.",positive
24477,"Well, first of all, it's not a bad movie. It is good, and I like the characters introduced. I also like Lady and Tramp's voices more in this.<br /><br />However, I would like to see Lady And Tramp more. I know it says 'Scamp's Adventure', and I love Scamp And Angel to bits, but it's a sequel to the original, where in my opinion, they should of just released it as 'Scamp's Adventure', not 'Lady And The Tramp II:Scamp's Adventure'.<br /><br />Tramp did have quite a role, but he didn't have much time with Lady.<br /><br />But anyway, the songs are quite good, and Scamp and Angel are sweet. I've seen better sequels, but hey, it's not a failure.<br /><br />I give it 7/10. Very good, but still had flaws.",positive
36400,"I must admit a slight disappointment with this film; I had read a lot about how spectacular it was, yet the actual futuristic sequences, the Age of Science, take up a very small amount of the film. The sets and are excellent when we get to them, and there are some startling images, but this final sequence is lacking in too many other regards...<br /><br />Much the best drama of the piece is in the mid-section, and then it plays as melodrama, arising from the 'high concept' science-fiction nature of it all, and insufficiently robust dialogue. There is far more human life in this part though, with the great Ralph Richardson sailing gloriously over-the-top as the small dictator, the ""Boss"" of the Everytown. I loved Richardson's mannerisms and curt delivery of lines, dismissing the presence and ideas of Raymond Massey's aloof, confident visitor. This Boss is a posturing, convincingly deluded figure, unable to realise the small-fry nature of his kingdom... It's not a great role, yet Richardson makes a lot of it.<br /><br />Everytown itself is presumably meant to be England, or at least an English town fairly representative of England. Interesting was the complete avoidance of any religious side to things; the 'things to come' seem to revolve around a conflict between warlike barbarism and a a faith in science that seems to have little ultimate goal, but to just go on and on. There is a belated attempt to raise some arguments and tensions in the last section, concerning more personal 'life', yet one is left quite unsatisfied. The film hasn't got much interest in subtle complexities; it goes for barnstorming spectacle and unsubtle, blunt moralism, every time. And, of course, recall the hedged-bet finale: Raymond Massey waxing lyrical about how uncertain things are! <br /><br />Concerning the question of the film being a prediction: I must say it's not at all bad as such, considering that one obviously allows that it is impossible to gets the details of life anything like right. The grander conceptions have something to them; a war in 1940, well that was perhaps predictable... Lasting nearly 30 years, mind!? A nuclear bomb - the ""super gun"" or some such contraption - in 2036... A technocratic socialist ""we don't believe in independent nation states""-type government, in Britain, after 1970... Hmmm, sadly nowhere near on that one, chaps! ;-) No real politics are gone into here which is a shame; all that surfaces is a very laudable anti-war sentiment. Generally, it is assumed that dictatorship - whether boneheaded-luddite-fascist, as under the Boss, or all-hands-to-the-pump scientific socialism - will *be the deal*, and these implications are not broached... While we must remember that in 1936, there was no knowledge at all of how Nazism and Communism would turn out - or even how they were turning out - the lack of consideration of this seems meek beside the scope of the filmmakers' vision on other matters.<br /><br />Much of the earlier stuff should - and could - have been cut in my opinion; only the briefest stuff from '1940' would have been necessary, yet this segment tends to get rather ponderous, and it is ages before we get to the Richardson-Massey parts. I would have liked to have seen more done with Margareta Scott; who is just a trifle sceptical, cutting a flashing-eyed Mediterranean figure to negligible purpose. The character is not explored, or frankly explained or exploited, except for one scene which I shall not spoil, and her relationship with the Boss isn't explored; but then this was the 1930s, and there was such a thing as widespread institutional censorship back then. Edward Chapman is mildly amusing in his two roles; more so in the first as a hapless chap, praying for war, only to be bluntly put down by another Massey character. Massey himself helps things a lot, playing his parts with a mixture of restraint and sombre gusto, contrasting well with a largely diffident cast, save for Richardson, and Scott and Chapman, slightly.<br /><br />I would say that ""Things to Come"" is undoubtedly a very extraordinary film to have been made in Britain in 1936; one of the few serious British science fiction films to date, indeed! Its set (piece) design and harnessing of resources are ravenous, marvellous. <br /><br />Yet, the script is ultimately over-earnest and, at times, all over the place. The direction is prone to a flatness, though it does step up a scenic gear or two upon occasion. The cinematographer and Mr Richardson really do salvage things however; respectively creating an awed sense of wonder at technology, and an engaging, jerky performance that consistently beguiles. Such a shame there is so little substance or real filmic conception to the whole thing; Powell and Pressburger would have been the perfect directors to take on such a task as this - they are without peer among British directors as daring visual storytellers, great helmsmen of characters and dealers in dialogue of the first rate.<br /><br />""Things to Come"", as it stands, is an intriguing oddity, well worth perusing, yet far short of a ""Metropolis""... 'Tis much as ""silly"", in Wells' words, as that Lang film, yet with nothing like the astonishing force of it.",positive
41904,"The Horror Channel plays nothing but erotic soft porn Gothic flicks each night from 10pm till about 4 in the morning, but their 'scare' factor is very limited, if one exists at all. In fact I am sure I will find a multi-million pound lottery win more scary than anything this channel has to offer.<br /><br />The Bloodsucker Leads the Dance deserves special mention because it is I feel, the undisputed low of a channel full of lows. I cannot even begin to tell you how bad this film is, but for the purpose of completing the minimum 10 lines demanded by this site, I will at least give it a go.<br /><br />Firstly the title is misleading and bears no resemblance to the action on the screen. In fact the film might as well have been called 'Toothbrush' or 'Wallpaper' for all it has to do with the plot. At least they used toothbrushes...at least they had wallpaper.<br /><br />There are no bloodsuckers for miles around and whats even worse there are no dances, not one. I'm sure they were making two different films by mistake here.<br /><br />A more suitable title would have been, 'Horny Italian Count Leads Five People to a Scary Castle and Bores us Silly for Ninety Minutes.' Yes that fits better.<br /><br />The acting is terrible and and the dubbing appalling, and that guy who plays Seymour was almost as wooden in his walk as he was in his character....abysmal.<br /><br />The only saving graces of this film are a small but slightly interesting lesbian sex scene, two small and very interesting heterosexual sex scenes, and the added attraction in that every single female character gets her kit off. Bonus.<br /><br />Otherwise steer a wide birth away from this one. No vampires, no dancing, no scenes of a brutal or gruesome nature and no way on Gods earth I will ever, ever, ever watch this one again.<br /><br />No word of a lie, this film could put you off motion pictures for life.",negative
37838,"I agree with all the comments posted so far: This movie was a waste of time and energy, for viewers as well as those who made it. Terrible CGI, awful script, stupid plot and hey, the setting is Alabama but it looks like California. But the worst thing has got to be the Native American angle on this, which pulls in every stereotype you can think of, from the chief surrounded by smoke, the angry warrior, people speaking without using contractions (""Do not do this thing!""), Native American pipes playing in thin air, etc. It just shows such a lack of respect and understanding that I was tearing out my hair. A Native American with any ounce of self-respect would have tossed their TV out the window at this trash. So in closing, I'd say this movie is pretty much an offense to everyone.",negative
12209,"This show came to Canada via PBS in the mid 90s and I really, really loved it then. Even 10 yrs later watching the various news networks, I cant help but think of the cynical manipulation that goes on in the name of ratings and the various ""show ponies"" we all see on TV as depicted in various Frontline episodes. The scripts are tightly written and the actors all have impeccable comic timing and none of it is encumbered by an idiotic laugh track. There is a lot of funny material here really well executed and we don't need to be told when to laugh and what to laugh at. I don't understand why this show never took off in North America as its truly a gem! I was really excited to see the DVDs available, even though they are PAL format. I figured I would rip them to my computer and then watch the converted files. I took a chance and ordered it from ABC 6 to 8 weeks later, I had all 3 seasons. Even better it worked on my NTSC DVD player. I suspect any player bought in the past 2 yrs that does xvid/divx will play them. Great stuff! 10 yrs later the episodes all hold up really well! You don't need to know anything about Australian politics to get the humor as it will all be familiar to western audiences. My wife and I had a 10 day Frontline fest and are still chuckling weeks later after watching all 39 episodes",positive
46882,"This film is a brilliant retelling of Shakespeare's classic love story, complete with ""kinky sex, body piercing, and dismemberment"". It does follow the same spirit as all the other Troma movies [except Combat Shock...That sucker was depressing] but it's not only for Troma fans. Anybody who appreciates lowbrow visuals and a hilarious script will without a doubt fall in love with this movie.<br /><br />Don't expect pretentious, artistic-wannabe crap like the version of R&J with Claire Danes and Leo DiCaprio; this one knows its a silly movie and draws its humor from that. The acting is also surprisingly good, and you can just feel Sammy Capulet's pain as he tries to put his brain back into his head.<br /><br />The soundtrack, which contains many original and high-energy bands like The Wesley Willis Fiasco, Supernova, and The Meatmen is also four-star. This movie should be viewed by all, because it remains faithful to the original story while still being jam-packed with Troma's trademark gore/sex humor.",positive
33288,"The first of the Tarzan movies staring Johnny Weissmuller. The plot has already been summarized so i wont go into it again. Just know that The actors who play Jane and Tarzan were born for the role. If you have not seen this film and you only have the modern day Tarzan films as a reference..you are missing a Real treat. Doesn't matter how far we've come in movie making, makeup set designs...no one will ever play Tarzan as well as Johnny Weissmuller did. He was and is Tarzan.",positive
13140,"Yes, the cameras were in the right place at the right time. It's so interesting to see how a world leader (like Chavez) who supports the poor people in his country, can be held in such low esteem in the US. His worst ""sin"", in my opinion, is caring about those who are at the bottom of the barrel. What can be so bad about that? I have always been fascinated by the US government+media reaction to Fidel Castro. At first, Castro was a good guy (around 1959) when he supplanted Batista. Soon, however, Castro started turning the corporations in Cuba toward the needs of the poor instead of the fat cats. We're a decent country, but why does our media and government have such a problem with sharing with the poor? If these guys are ""dictators,"" then we could use more ""dictatorships"" especially where the poorest of the poor live in the world.",positive
3629,"I don't think I need to tell you the story. For it has been told for years and years. So I will just share my feelings. I first saw Cinderella was when I was five years old. From then on I was a Disney child in a good way. The animation now seems childish and old fashioned, but that is part of its charm now. Now, in the age of High School Musical and computer generated images, it seems like people have forgotten the genius and magical essence of early Disney movies. Thankfully I was born before that so I was introduced to this classic. And it seems no matter how old I get, I turn back into that five year old watching it on VHS. Which is the true magic of Disney.",positive
44880,"Why do they insist on making re-makes of great movies like ""High Noon"" ""From Here to Eternity"" and this one?<br /><br />Why do they think that color is more engrossing to a viewer than stark black and white?<br /><br />Why did Robert's insist on wearing that dopey, broad-billed, baseball cap?...it made him look like Jim Varney.<br /><br />Why would anyone spend four hours suffering through this?<br /><br />Watch the original. Then YOU won't have to ask yourself WHY.",negative
18516,"Yes, I give it a 10 because I compare it not only to others of it's kind but also to the dreck one is bombarded with on a daily basis in what's laughably called today's ""popular culture."" That aside, the film is beautifully cast, as has been stated elsewhere, and gives us a fairly good look at popular theater of the late 18th and early 20th centuries. No small coincidence is that many of the plays that Olcott played in involved a similar plot: Boy meets girl, someone objects, (usually the father or some authority figure) boy struggles, boy wins girl. The was actually known at the time as a ""Chauncey Olcott Act."" No coincidence, too, that John Ford directed one. He called it, ""The Quiet Man."" And, ""My Wild Irish Rose,"" is, in itself, a ""Chauncey Olcott act."" Great stuff, no? Anyway, great songs, great stuff. Enjoy.<br /><br />PS - After seeing the film I'd like to know more about Bill Scanlan. I found an obit that said he quit ""Mauvorneen,"" as a result of insanity (replaced, as in the film, by Chauncey Olcott) and died in an asylum several years later. But he had been, apparenlty, a very big star in his own right, who wrote songs and plays and had plays written for him.<br /><br />Anyone know more?",positive
48617,"<-----Minor Spoilers!-----><br /><br />A woman gets pregnant, but not by her husband. She develops 'something' inside her, or at least thats what her husband thinks. They go through a lot of hard times, while she is on the brink of a nervous breakdown. The husband contacts an UFO professor, and with his help they try to find out what is wrong with her.<br /><br /><-----Minor Spoilers!----><br /><br />The story could have been a bit better, or at least be made less predictable, but the movie is catchy and it got me and my sister hooked through the entire movie without a problem. The acting is very good, and the filming is much better than normal, if you compare this to your normal b-alien movie. The effects are good, and something is happening every second of the movie. The characters are really likable, and apart from a stupid nurse in oné scene, they are all very convincing in their roles.<br /><br />I thought it was a good movie, and can recommend it, if you like alien/monster-abduction movies!<br /><br />7/10 - The story could have been a bit less predictable.",positive
46361,"Richard Gere and Diane Lane star in a chick flick romance with the sort of ending I get really angry about...lets just say its not my cup of tea, just like the dime store romances are not my cup of tea.<br /><br />The plot has a doctor stopping at an inn and meeting a woman that he has a deep but brief affair with. He goes off to meet his estranged son and she goes back to her life.<br /><br />Well acted and well made the filmmakers forgot to get a real plot line. This is the stuff of dime store romances that makes the women swoon and the men shake their head in disbelief. I wouldn't be so adverse to the film as a mindless romance, except that the film takes a turn in the final reel that is so out of left field as to be completely unbelievable. Why must certain types of movies do stupid things like this? It really ruined it for me.<br /><br />If you like romance give it a shot, though wait for cable.",negative
27512,"Now we know where they got the idea of Snakes on a Plane. To put it bluntly, do not pay to see this movie. If you really want to waste 90 minutes of your life, then either catch it on cable, or get it as a free pick from NetFlix or Blockbuster. Do not pay to rent this. If you do pay to rent this, then you are one stupid individual. The acting was awful, the plot was awful, everything was awful except for the snakes. Whether they were real or CGI generated, they did look pretty good. But that being said, still this movie has to be one of the worst movies I have ever seen. Even the nude dancing scene was pretty bad that I actually fast forwarded through that. Don't sat I did not warn you.",negative
7095,"Earlier today I got into an argument on why so many people complain about modern films in which I encountered a curious statement: ""the character development in newer movies just isn't nearly as good or interesting as it used to be."" Depending on the film(s) in question, this can be attributed to a number of things, sometimes generic special effects and plot-driven Hollywood garbage like War Of The Worlds, but in the case of over-the-top, uninteresting attempts at social commentary and a desperate struggle to put ""art"" back into cinema, it's movies like Dog Days that are to blame.<br /><br />I normally have a very high tolerance for movies, no matter how dull or pointless I find them (ranging from good, long ones like Andrei Rublev and Dogville, to ones I've considered painful to sit through a la Alpha Dog and Wild Wild West). I shut this movie off 45 minutes in, which is 30 minutes more than I actually should have. I wasn't interested in any of the characters whatsoever and found nothing substantial beyond a thin veil of unfocused pessimism. In an attempt to say something about the dregs of society, this film too easily falls into being self-indulgent, trite, and exploitative in a very sincere sense. Granted, I've seen many disturbing movies on the same subject, but there are so many better films out there about depressing, pathetic people (Happiness, Gummo, Kids, Salo, Storytelling, Irreversible) that actually contain characters of great emotional depth and personality. Dog Days had none more than an eighth grader's distaste for society, choosing to ignore any true intelligence about the way people actually are, and instead choosing to be a dull, awful, and hopelessly unoriginal attempt at a work of ""art."" This isn't a characterization of the unknown or a clever observation into the dregs of society, it's just boring and nothing worth caring about.",negative
3844,"The original ""Assault on Precinct 13"" is gritty, witty, and - perhaps most importantly - short. This remake is mercilessly padded out and talky. Worse yet, the African-American hero of the first movie is here replaced with handsome white boy Ethan Hawke, which makes this ""Assault"" less progressive than the 1970s one. God, how I miss John Carpenter and his improbable plot line and his weird sense of humor. I even miss his B-list actors, who are leagues better than Hawke and company.<br /><br />I can't say I care for the new villains in this version - they stretch what little credibility the story ever had to the limit. The female characters are useless, the criminals are all generic hoods, and Gabriel Byrne gives another of his bored performances. The music's all wrong, too - it's bland action stuff that actually detracts from the tension. Simply awful.",negative
17769,"An aging Roger Moore is back yet again as Bond, this time trying to find out why Agent 009 was killed, and why he had a forgery of a Faberge egg with him, and where it came from. He ends up in New Delhi India, then in East Germany after finding out about a Russian general trying to detonate a nuclear bomb at a circus, hoping NATO will push for complete disarmament, so he can take control of Western Europe, then the rest of the world.<br /><br />Despite the way it sounds, this is really more of a romance, I think, between Bond and Octopussy than an action movie, and longish, but still somewhat fun. But there are way too many attempts at humour in this one; at times it seems like it was intended to be a comedy. Also, Timothy Dalton would have been better than Roger Moore in this, so there wouldn't have been so much of an age difference between Bond and Octopussy. <br /><br />Useless trivia: the small plane used by Bond in the pre credits sequence is now hanging up in a Quaker Steak and Lube restaurant in Clearwater/ Largo area Florida, USA.<br /><br />**1/2 out of ****",negative
42580,"What a bad, bad film!!! I can't believe all the hype that has been lavished on this pretentious, amateurish excuse for a real movie!! I left the theater before the end, stunned by how bad the direction and camera-work of that movie were!! And to read adoring paeans that claim there is truth and reality in this film when all it is in reality is a brazen attempt at pulling the wool over the eyes of reviewers and festivals by being cheap and tawdry.<br /><br />At least this film showed me once and for all that the Sundance Festival has become a complete joke and that being shown here is more a label of bad film-making than anything else.<br /><br />Avoid at all costs. You'll want your time back! I know I did.",negative
22427,"I had neither read any of the books nor seen the first movie so after receiving passes to a preview show, I had no expectations.<br /><br />'Angels and Demons' was a muddled, convoluted film lacking direction or any believability. There was very little character development and I never found myself caring about the plight of the protagonists; the reverse was true, I was more interested in seeing how the antagonists would succeed as the first half of the film was almost exclusively focused on why the Illuminati are who they are.<br /><br />The film jumps from location to location with little explanation or reason and expects the viewer to believe that everybody in the movie is an ally when they first meet. Any analytical mind will realize this is highly improbable.<br /><br />The climax is extremely cliché and leaves you asking what happened and wondering why nobody considered some of these points, it feels very tacked on and unnecessary.<br /><br />The actors are not particularly believable in their roles, mostly because I found it difficult to believe that scientists, professors, and men of the church would act in the manner that they do without regard to the consequences of their actions. Events that happen are not plausible in the slightest and the pace of the movie is questionable with the characters jumping around while on a tight schedule and I had to question how the protagonists manage to get from location to location on time, every time.<br /><br />The most pleasing part of the film is the cinematography, I found it a beautiful film to watch but it was such a mess, that I found it would not be worth paying to view in theatres.",negative
46246,"After recently seeing, Cry Uncle, by the same director, I decided to seek this out and am I glad I did!? This is an extraordinarily good film. Far, far better than it would seem likely given the ingredients. How many times have we had to suffer the embarrassment of someone playing a middle class Dad mixing it with the flower children aagh! And yet here thanks to a perfect script it is made believable. Not ideal, not good or bad but believable. Peter Boyle, as the working class, hippie and ni**er hater and Dennis Patrick as the uptight suit, play their respective parts immaculately and I can't remember ever seeing the two classes getting together like this without things getting sentimental. Susan Sarandon is effective as a hippie chick but doesn't have all that much to do in her first film. This is a truly, must see film capturing as it does that very short period in western and in particular US times when the counter culture was about to bust itself wide open.",positive
35231,"Horrible, Horrible, Horrible do not waste your money to rent this movie. Its like a low budget made for TV Canadian movie. Absolutely the worst movie I have ever seen and there have been many others out there. This movie is not worth the time it takes to put it in the DVD player or VCR. :~( . Is it possible to write ten lines? The acting was horrific. It had absolutely no flow. I saw the made for TV movie on the BTK killer and it was much better(in comparison to this one). I am not sure what they were going for in producing this film but if it was to educate us or tell a story about the BTK killer they missed by a mile. It appeared to be more of a infomercial for animal rights.",negative
48603,"This focuses around the lives of four women, all good friends, and their male companions. Each has a story, the men as well, everything links everybody to everybody and everything is being brought to a quick change after a trip the girls take to Palm Springs.<br /><br />Basically, the film is no different from other of the genre, but I liked the details. Brooke Shields is a divorcée that fears loneliness, therefore she bangs just about everybody to get to have a ""warm body"" next to her in the morning, but then can't really commit. As a man, I find these women are a blessing :), but she is not a happy person. Everything else that happens revolves around this crazy woman, but in the end we get more clarity over life and relationships, which is good.<br /><br />I can't tell if the acting was bad. It didn't seem to me. The script was a little inconsistent, but not more than any romantic comedy. It's a bit more depressing than most, which is good, because you don't get dreary romantic comedies every day :)<br /><br />It's worth a watch with the missis, especially if you have cheated on her or plan to ...",positive
39664,"First of all, as a long time student of the Titanic disaster and member of several Titanic clubs, I feel entitled to comment on the film. I don't really care how many awards and accolades the film won, but to me it is still an absolutely awful film. Cameron had the resources to make a 'proper' semi-documentary film of the disaster but unfortunately chose to turn it into a po-faced romantic mush. The fact that so many people around the world fell for it only shows, to my mind, the sad state of taste and common sense that movie critics and audiences have these days. Whoever said that all movies should have a hero and heroine falling in love? In fact most real events are anything but romantic and the Titanic disaster certainly was not one. I feel that it needed a better script and director with a semi-documentary approach and as little artistic license as possible. I almost threw up in the last sequence where the 'dead' lovers meet among the other lost passengers and crew who break out in applause. Is this an intelligent film? Ask yourself.",negative
40395,"This film never received the attention it deserved, although this is one of the finest pieces of ensemble acting, and one of the most realistic stories I have seen on screen. Clearly filmed on a small budget in a real V.A. Hospital, the center of the story is Joel, very well-played by Eric Stoltz. Joel has been paralyzed in a motorcycle accident, and comes to the hospital to a ward with other men who have spinal injuries. Joel is in love with Anna, his married lover, played by Helen Hunt, who shows early signs of her later Academy-Award winning work.<br /><br />Although the Joel-Anna relationship is the basic focus, there are many other well-developed characters in the ward. Wesley Snipes does a tremendous job as the angry Raymond. Even more impressive is William Forsythe as the bitter and racist Bloss. I think Forsythe's two best scenes are when he becomes frustrated and angry at the square dancers, and, later, when he feels empathy for a young Korean man who has been shot in a liquor store hold up. My favorite scene with Snipes is the in the roundtable discussion of post-injury sexual options.<br /><br />The chemistry between Stoltz and Hunt is very strong, and they have two very intimate, but not gratuitous, sex scenes. The orgasm in the ward is both sexy and amusing. There is also another memorable scene where Joel and Bloss and the Korean boy take the specially-equipped van to the strip bar. It's truly a comedy of errors as they make their feeble attempts to get the van going to see the ""naked ladies.""<br /><br />The story is made even more poignant by the fact that the director, Neal Jimenez, is paralyzed in real life. This is basically his story. This film is real, not glossy or flashy. To have the amount of talent in a film of such a small budget is amazing. I recommend this film to everyone I see, because it is one of those films that even improves on a second look. It's a shame that such a great piece of work gets overlooked, but through video, perhaps it can get the attention it so richly deserves.",positive
36195,"I don't usually like TV movies, I reckon that if the thing was any good it would make it to Hollywood. This one though is better than average, pretty high production values, a few interesting story twists and some nice shots of NYC (along with Toronto) hold the interest.",negative
3136,"Graphically, it is the same game as the first one just different levels and some new features added for fun.<br /><br />The PS1 version still has an issue with giving skaters enough air for some ground tricks. The Dreamcast version, which is rarely seen anymore, was the best version of the 4 versions (Xbox eventually came out with a 5th with 2x), it had the clearer resolution and the skaters looked better and more detailed the PS1 and N64 could handle.<br /><br />The levels are really amazingly done, from start to finish, like the first one, the school was my favorite, i enjoyed that level so much, not only for the golf cart that would sometimes run you over but for the length. That's what i liked about the first two games, they don't make these games graphically enhanced, they just focused on length of levels, which is cool.<br /><br />Overall, just as good as the first one, and well worth playing.",positive
11880,"I happened to borrow this movie from a friend knowing nothing about it, and it turned out to be an outstanding documentary about a journey on an ancient vessel across vast expanses of the ocean. Thor Heyerdahl had developed a theory that the ancient Incas in Peru managed to travel thousands of miles across the ocean to Polynesia, based on certain relics that are found in both places, certain types of ancient sea-going vessels that we know they had available, analysis of ocean and wind currents, and the knowledge that the Incas did, in fact, travel in some undetermined amount at sea.<br /><br />In order to test his hypothesis, Heyerdahl and his crew construct a vessel as closely as possible to what the ancient Incas had available, using only balsa wood and other materials available at the time, and set out from Lima, Peru's capital, to try to reach the islands of Polynesia, some 5,000 miles away.<br /><br />His theory, like so much about ancient history, is impossible to prove with 100% certainty, but the coverage of their journey provides for strong support that he is right. The film is really little more than narration of footage taken during the 100+ day expedition, but it is a very detailed description of what it was like and the trials and tribulations that they faced. I often wish that Academy Award winning documentaries were easier to find, and this one from more than 50 years ago is still as interesting and informative as I am sure it was when it was first released.",positive
1718,"Any one who has seen Mel Gibson's The Passion of the Christ and was bothered by the gory violence would want to see this film instead. Though it wasn't a success in th box office or TV ratings, The Fox Movie Channel still finds a real good motive to show this anually. I liked the way that they trained Chris Sarandon and the men who portrayed his disciples to sing in Hebrew.Though Sarandon didn't have long hair like any other Jesus would in other films, his looks are pretty close to what a Jewish man would appear. What surprised me or startled me was the scene where Caiaphas told Jesus about Pilate ""And don't ever forget, that you are a Jew!"" Though that may have not been a racist remark,Colin Blakely was trying to make Chris Sarandon look like garbage in the eyes of the prominent men of those days.Keith Michell's portrayal of Pilate was hulking, comparing with his previous performances in ""The Story of Jacob and Joseph"" and ""The Story of David"". But if you compare his portrayal of Pilate with Telly Savala's or Hurd Hatfield, you can say that he really painted well the impression of a Roman procurator.",positive
23294,"There is a key aspect of film that Jobson seems to have forgotten - it has the ability to tell a story by showing it to you. You don't need to tell the audience what to think, because they'll see it. The action here is interspersed with some of the most ponderous narration unleashed on the unsuspecting public - the purple prose of the sensitive fifth former. And it should be unnecessary because their is a fine cast here and some beautifully composed and shot visuals. Maybe Jobbo felt that the basic story needed a lit bit of support. And he may have been right, it lacks a basic credibility: 70s Edinburgh wasn't exactly full of beautiful brainy girls with a penchant for the Velvet Underground and a soft spot for a passing sociopath. From the too neat and new looking clothes that character wears to the cod intellectualism that tries to link it all together, it's all too contrived for my taste.",negative
33664,"I highly reccommend this movie. It blurs the line between childhood fantasy and everyday reality in such a seamless fashion that it has to be seen to be believed. The actors and director have such perfect timing that in one scene a name calling fight becomes a sort of dance. I loved the story line, the actors, everything. While I do think there were one or two decidedly cheesy scenes, over-all the movie was impeccably done.",positive
48319,"I've seen better teenage werewolf movies in my time, this one however, takes the cake. More comedy than horror, ""Full Moon High"" puts the ""c"" in cheese-fest. The star quality in this movie is not bad. Just the way it was made just sends in rolling downhill. Adam Arkin plays Tony, an all-American high school football player of the 50's who ends up not aging due to a werewolf bite in Transylvania. The most annoying part of the movie was the violin player. He drove everyone batty! Ed McMahon plays his ultra-conservative father who met his end of his own bullet. Adam's father Alan plays a shrink who seems to be not top of his game. After all these years Tony seems to be very out of place due to the attack, and then he'll get the chance to catch in his state. More laugh than blood shed, this movie is just a start in the 80's, ""Teen Wolf"" was an improvement from this! 1 out of 5 stars.",negative
